,y_0,y_1
0,1.142603542902794,0.003896401746252231
1,0.8397800547301424,0.0002993139232705035
2,0.6614036757093451,0.00016342473419949017
3,0.5442563832485647,0.00055813592086603
4,0.46455028105296764,8.75742331934765e-09
5,1.174906148546446,0.0021907041672210355
6,0.8603781943199482,0.0009386002359829419
7,0.6799410146112956,9.49547413825885e-05
8,0.5612022266787726,3.7844827256936766e-05
9,0.47795732729534557,9.974149476558013e-09
10,1.2215767786334166,0.00130948348240877
11,0.8962660942811164,0.0005570972918213646
12,0.7079585380605246,0.00032474582245893503
13,0.5855627456880935,5.4722748577652416e-05
14,0.49856749022080193,0.0001412851580531712
15,1.290320509848936,0.0008421363504869229
16,0.9498050386788752,0.00037926783856783244
17,0.7518461383205622,0.00021548451788131604
18,0.6225920338702926,5.701313332052517e-05
19,0.5310185735140112,4.569409084025402e-05
20,1.3895036864706876,0.000572927120886193
21,1.0283504483421593,0.0002654233085796937
22,0.8167209786912857,0.00014981878011193547
23,0.6775180949009066,9.406721591360585e-05
24,0.5789749862232958,6.437820874208766e-05
